id,date,user,department,software,seats,amount
4414,23-12-2022 07:18:02,Barry Kripke,Customer Success,Sentry,1,5.0
4415,14-12-2022 21:59:57,Emily Sweeney,HR,Height,4,12.0
4416,25-06-2022 09:29:05,Leonard Hofstadter,Tech,Apple,3,60.0
4417,08-09-2022 11:19:02,Wil Wheaton,Marketting,Sentry,4,20.0
4418,31-12-2022 09:26:03,Sheldon Cooper,Tech,Zapier,4,16.0
4419,03-08-2022 19:16:14,Wil Wheaton,Marketting,Google,2,4.0
4420,14-09-2022 11:31:14,Emily Sweeney,HR,Github,1,4.0
4421,15-03-2023 01:05:21,Rostenkowski,Tech,Zapier,4,16.0
4422,24-09-2022 03:25:50,Bert Kibbler,Customer Success,Apple,2,40.0
4423,12-07-2022 14:17:33,Amy Farrah Fowler,Tech,Zapier,5,20.0
4424,13-05-2022 01:58:27,Wil Wheaton,Marketting,Fullstory,4,44.0
4425,21-01-2023 12:38:23,Dr. V.M. Koothrappali,Marketting,Notion,4,28.0
4426,14-03-2023 01:47:56,Denise,HR,Github,2,8.0
4427,21-04-2023 20:00:34,Leonard Hofstadter,Tech,Outplay,2,24.0
4428,10-07-2022 18:48:17,Dr. Beverly Hofstadter,Sales,Notion,5,35.0
4429,18-03-2023 05:58:12,Wil Wheaton,Marketting,Google,3,6.0
4430,23-01-2023 11:15:24,Barry Kripke,Customer Success,Circleci,5,45.0
4431,11-07-2022 15:53:39,Amy Farrah Fowler,Tech,Figma,3,42.0
4432,24-09-2022 14:59:27,Barry Kripke,Customer Success,Fullstory,5,55.0
4433,20-06-2022 02:45:57,Emily Sweeney,HR,Slack,3,30.0
4434,20-05-2022 12:06:00,Sheldon Cooper,Tech,Outplay,5,60.0
4435,27-03-2023 22:18:06,Wil Wheaton,Marketting,Apple,2,40.0
4436,25-01-2023 09:18:12,Bert Kibbler,Customer Success,Notion,3,21.0
4437,12-07-2022 23:56:57,Denise,HR,Zoho Crm,4,72.0
4438,03-10-2022 00:27:31,Amy Farrah Fowler,Tech,Google,2,4.0
4439,21-03-2023 23:12:18,Denise,HR,Circleci,4,36.0
4440,28-03-2023 02:37:11,Rostenkowski,Tech,Zapier,4,16.0
4441,09-09-2022 21:01:32,Leonard Hofstadter,Tech,Circleci,1,9.0
4442,09-07-2022 17:26:46,Sheldon Cooper,Tech,Height,4,12.0
4443,25-03-2023 14:23:59,Dr. V.M. Koothrappali,Marketting,Appolo,1,17.0
4444,07-08-2022 22:28:15,Barry Kripke,Customer Success,Zapier,3,12.0
4445,14-05-2022 07:49:29,Rostenkowski,Tech,Zoho Crm,4,72.0
4446,03-11-2022 23:51:02,Amy Farrah Fowler,Tech,Notion,4,28.0
4447,03-07-2022 18:58:30,Dr. V.M. Koothrappali,Marketting,Zoho Crm,2,36.0
4448,11-10-2022 08:23:05,Dr. Beverly Hofstadter,Sales,Appolo,1,17.0
4449,16-10-2022 23:09:49,Emily Sweeney,HR,Github,3,12.0
4450,25-09-2022 17:14:02,Amy Farrah Fowler,Tech,Teams,5,25.0
4451,10-06-2022 13:40:06,Wil Wheaton,Marketting,Circleci,3,27.0
4452,26-08-2022 20:44:12,Denise,HR,Figma,1,14.0
4453,23-01-2023 00:19:07,Emily Sweeney,HR,Sentry,1,5.0
4454,15-06-2022 04:02:41,Dr. Beverly Hofstadter,Sales,Height,3,9.0
4455,12-12-2022 10:51:47,Emily Sweeney,HR,Zapier,4,16.0
4456,04-02-2023 03:20:19,Sheldon Cooper,Tech,Sentry,2,10.0
4457,01-08-2022 07:01:45,Amy Farrah Fowler,Tech,Notion,5,35.0
4458,12-07-2022 09:04:52,Bert Kibbler,Customer Success,Github,1,4.0
4459,20-11-2022 00:21:12,Sheldon Cooper,Tech,Notion,2,14.0
4460,03-02-2023 02:46:18,Emily Sweeney,HR,Slack,3,30.0
4461,15-03-2023 10:33:44,Wil Wheaton,Marketting,Slack,3,30.0
4462,26-04-2023 06:10:01,Denise,HR,Apple,4,80.0
4463,25-02-2023 07:16:51,Barry Kripke,Customer Success,Appolo,5,85.0
4464,07-12-2022 19:58:23,Denise,HR,Google,4,8.0
4465,27-11-2022 04:52:22,Leonard Hofstadter,Tech,Apple,1,20.0
4466,04-12-2022 13:05:56,Emily Sweeney,HR,Zapier,5,20.0
4467,06-03-2023 22:39:01,Bert Kibbler,Customer Success,Outplay,3,36.0
4468,07-09-2022 03:27:48,Leonard Hofstadter,Tech,Apple,3,60.0
4469,02-11-2022 21:31:21,Priya Koothrappali,Sales,Outplay,2,24.0
4470,28-03-2023 02:14:12,Leonard Hofstadter,Tech,Slack,4,40.0
4471,14-08-2022 16:42:01,Barry Kripke,Customer Success,Appolo,4,68.0
4472,28-11-2022 22:59:02,Wil Wheaton,Marketting,Github,1,4.0
4473,03-11-2022 08:49:41,Wil Wheaton,Marketting,Slack,3,30.0
4474,24-10-2022 17:15:25,Wil Wheaton,Marketting,Fullstory,2,22.0
4475,19-07-2022 22:09:02,Wil Wheaton,Marketting,Slack,2,20.0
4476,18-12-2022 16:45:22,Bert Kibbler,Customer Success,Appolo,3,51.0
4477,01-07-2022 13:09:23,Rostenkowski,Tech,Appolo,1,17.0
4478,27-09-2022 04:19:40,Priya Koothrappali,Sales,Zoho Crm,5,90.0
4479,16-02-2023 02:23:05,Emily Sweeney,HR,Fullstory,5,55.0
4480,05-09-2022 21:37:52,Barry Kripke,Customer Success,Circleci,2,18.0
4481,07-03-2023 02:22:46,Priya Koothrappali,Sales,Apple,3,60.0
4482,27-09-2022 03:22:49,Leonard Hofstadter,Tech,Outplay,5,60.0
4483,24-07-2022 15:02:20,Barry Kripke,Customer Success,Discord,5,5.0
4484,14-02-2023 02:24:01,Leslie Winkle,Tech,Figma,3,42.0
4485,28-09-2022 02:10:58,Priya Koothrappali,Sales,Figma,1,14.0
4486,02-12-2022 03:09:19,Sheldon Cooper,Tech,Slack,1,10.0
4487,23-09-2022 22:08:12,Rostenkowski,Tech,Zapier,4,16.0
4488,19-08-2022 09:52:00,Amy Farrah Fowler,Tech,Discord,5,5.0
4489,14-01-2023 05:35:29,Emily Sweeney,HR,Slack,4,40.0
4490,15-08-2022 06:23:08,Amy Farrah Fowler,Tech,Fullstory,2,22.0
4491,21-01-2023 21:48:56,Rostenkowski,Tech,Height,1,3.0
4492,11-03-2023 18:17:18,Denise,HR,Zapier,1,4.0
4493,04-06-2022 02:57:27,Emily Sweeney,HR,Notion,5,35.0
4494,28-06-2022 02:42:42,Dr. V.M. Koothrappali,Marketting,Google,1,2.0
4495,25-02-2023 08:37:16,Priya Koothrappali,Sales,Outplay,3,36.0
4496,06-06-2022 14:26:04,Emily Sweeney,HR,Zoho Crm,3,54.0
4497,16-06-2022 03:06:30,Dr. Beverly Hofstadter,Sales,Google,5,10.0
4498,04-05-2023 23:35:17,Amy Farrah Fowler,Tech,Circleci,4,36.0
4499,06-02-2023 04:28:48,Rostenkowski,Tech,Github,1,4.0
4500,30-12-2022 14:12:21,Leonard Hofstadter,Tech,Figma,4,56.0
4501,24-05-2022 00:37:54,Priya Koothrappali,Sales,Zapier,3,12.0
4502,09-04-2023 22:12:38,Wil Wheaton,Marketting,Github,1,4.0
4503,11-07-2022 05:18:15,Bert Kibbler,Customer Success,Zoho Crm,4,72.0
4504,06-01-2023 01:35:48,Bert Kibbler,Customer Success,Circleci,3,27.0
4505,24-05-2022 17:18:07,Sheldon Cooper,Tech,Apple,5,100.0
4506,18-02-2023 19:58:19,Dr. V.M. Koothrappali,Marketting,Appolo,4,68.0
4507,20-10-2022 03:36:53,Dr. V.M. Koothrappali,Marketting,Google,4,8.0
4508,18-02-2023 20:09:39,Emily Sweeney,HR,Circleci,1,9.0
4509,01-07-2022 09:29:01,Barry Kripke,Customer Success,Outplay,2,24.0
4510,25-04-2023 19:18:15,Leslie Winkle,Tech,Figma,4,56.0
4511,19-09-2022 19:21:02,Emily Sweeney,HR,Apple,3,60.0
4512,28-06-2022 16:41:06,Barry Kripke,Customer Success,Circleci,1,9.0
4513,13-08-2022 00:49:13,Dr. V.M. Koothrappali,Marketting,Fullstory,1,11.0
4514,03-10-2022 02:23:33,Emily Sweeney,HR,Appolo,5,85.0
4515,22-07-2022 06:51:55,Leonard Hofstadter,Tech,Google,1,2.0
4516,08-03-2023 10:09:06,Sheldon Cooper,Tech,Outplay,1,12.0
4517,11-09-2022 03:02:02,Dr. V.M. Koothrappali,Marketting,Height,1,3.0
4518,05-11-2022 05:07:00,Sheldon Cooper,Tech,Discord,1,1.0
4519,06-01-2023 08:40:06,Leonard Hofstadter,Tech,Height,2,6.0
4520,01-11-2022 14:21:44,Denise,HR,Notion,1,7.0
4521,29-11-2022 10:33:20,Emily Sweeney,HR,Zoho Crm,1,18.0
4522,23-03-2023 12:12:52,Emily Sweeney,HR,Teams,1,5.0
4523,06-06-2022 00:03:12,Amy Farrah Fowler,Tech,Figma,2,28.0
4524,14-02-2023 04:42:54,Dr. V.M. Koothrappali,Marketting,Figma,3,42.0
4525,30-01-2023 01:13:47,Dr. Beverly Hofstadter,Sales,Zapier,4,16.0
4526,14-05-2022 22:11:41,Denise,HR,Slack,4,40.0
4527,10-12-2022 21:46:00,Denise,HR,Apple,1,20.0
4528,13-11-2022 02:06:42,Sheldon Cooper,Tech,Zapier,3,12.0
4529,12-10-2022 07:42:53,Dr. Beverly Hofstadter,Sales,Discord,3,3.0
4530,10-04-2023 01:26:38,Amy Farrah Fowler,Tech,Zoho Crm,4,72.0
4531,02-09-2022 11:59:02,Leslie Winkle,Tech,Discord,3,3.0
4532,22-02-2023 19:17:55,Wil Wheaton,Marketting,Outplay,3,36.0
4533,31-05-2022 01:22:35,Amy Farrah Fowler,Tech,Apple,4,80.0
4534,21-10-2022 05:34:32,Priya Koothrappali,Sales,Discord,4,4.0
4535,15-05-2022 06:20:37,Amy Farrah Fowler,Tech,Circleci,5,45.0
4536,01-03-2023 14:37:59,Dr. V.M. Koothrappali,Marketting,Discord,2,2.0
4537,04-08-2022 21:57:01,Barry Kripke,Customer Success,Discord,5,5.0
4538,11-05-2022 21:28:33,Wil Wheaton,Marketting,Height,2,6.0
4539,19-10-2022 10:21:17,Amy Farrah Fowler,Tech,Outplay,1,12.0
4540,02-02-2023 20:52:01,Bert Kibbler,Customer Success,Appolo,3,51.0
4541,18-01-2023 00:29:26,Bert Kibbler,Customer Success,Figma,4,56.0
4542,02-03-2023 05:58:05,Rostenkowski,Tech,Fullstory,1,11.0
4543,30-09-2022 14:05:49,Leonard Hofstadter,Tech,Apple,3,60.0
4544,08-08-2022 00:57:58,Rostenkowski,Tech,Outplay,4,48.0
4545,10-12-2022 12:15:46,Dr. V.M. Koothrappali,Marketting,Fullstory,3,33.0
4546,03-08-2022 05:07:06,Barry Kripke,Customer Success,Outplay,2,24.0
4547,02-02-2023 18:52:03,Denise,HR,Notion,4,28.0
4548,01-08-2022 02:26:00,Emily Sweeney,HR,Discord,4,4.0
4549,05-06-2022 06:30:24,Leonard Hofstadter,Tech,Notion,3,21.0
4550,13-03-2023 03:54:06,Dr. V.M. Koothrappali,Marketting,Apple,1,20.0
4551,09-07-2022 11:05:18,Denise,HR,Figma,4,56.0
4552,10-08-2022 21:46:54,Barry Kripke,Customer Success,Fullstory,2,22.0
4553,28-06-2022 14:28:57,Bert Kibbler,Customer Success,Notion,2,14.0
4554,02-06-2022 17:15:43,Dr. V.M. Koothrappali,Marketting,Github,2,8.0
4555,16-07-2022 08:23:02,Leslie Winkle,Tech,Appolo,4,68.0
4556,17-09-2022 16:01:57,Rostenkowski,Tech,Discord,1,1.0
4557,25-11-2022 01:41:21,Wil Wheaton,Marketting,Github,4,16.0
4558,13-07-2022 13:12:31,Priya Koothrappali,Sales,Zoho Crm,3,54.0
4559,22-08-2022 20:54:53,Priya Koothrappali,Sales,Zapier,3,12.0
4560,08-01-2023 02:34:18,Priya Koothrappali,Sales,Slack,2,20.0
4561,25-06-2022 16:19:10,Dr. V.M. Koothrappali,Marketting,Google,5,10.0
4562,15-01-2023 11:49:38,Dr. V.M. Koothrappali,Marketting,Height,5,15.0
4563,18-05-2022 09:15:36,Denise,HR,Notion,2,14.0
4564,17-11-2022 00:04:30,Denise,HR,Appolo,3,51.0
4565,25-01-2023 09:44:58,Wil Wheaton,Marketting,Zoho Crm,4,72.0
4566,06-07-2022 05:32:16,Barry Kripke,Customer Success,Github,2,8.0
4567,25-04-2023 19:34:44,Leonard Hofstadter,Tech,Appolo,3,51.0
4568,26-03-2023 20:05:31,Emily Sweeney,HR,Outplay,5,60.0
4569,11-10-2022 02:18:23,Denise,HR,Slack,2,20.0
4570,28-10-2022 20:28:54,Denise,HR,Outplay,3,36.0
4571,02-01-2023 09:10:13,Sheldon Cooper,Tech,Google,2,4.0
4572,03-10-2022 07:47:20,Wil Wheaton,Marketting,Outplay,4,48.0
4573,14-06-2022 03:08:22,Dr. V.M. Koothrappali,Marketting,Outplay,3,36.0
4574,31-08-2022 20:41:11,Denise,HR,Outplay,1,12.0
4575,27-02-2023 21:59:13,Wil Wheaton,Marketting,Notion,4,28.0
4576,23-02-2023 17:17:18,Wil Wheaton,Marketting,Slack,3,30.0
4577,22-12-2022 11:18:43,Dr. V.M. Koothrappali,Marketting,Zoho Crm,3,54.0
4578,12-07-2022 16:31:18,Leonard Hofstadter,Tech,Circleci,3,27.0
4579,18-04-2023 02:50:07,Dr. Beverly Hofstadter,Sales,Zapier,2,8.0
4580,03-05-2023 03:21:10,Sheldon Cooper,Tech,Notion,3,21.0
4581,08-04-2023 15:01:11,Bert Kibbler,Customer Success,Zapier,4,16.0
4582,20-02-2023 17:40:56,Amy Farrah Fowler,Tech,Teams,1,5.0
4583,05-01-2023 19:39:15,Dr. V.M. Koothrappali,Marketting,Discord,2,2.0
4584,05-11-2022 10:51:34,Leonard Hofstadter,Tech,Discord,1,1.0
4585,18-02-2023 03:09:56,Barry Kripke,Customer Success,Google,1,2.0
4586,14-10-2022 05:51:54,Sheldon Cooper,Tech,Slack,5,50.0
4587,08-11-2022 20:48:15,Rostenkowski,Tech,Sentry,4,20.0
4588,22-04-2023 08:37:16,Denise,HR,Github,3,12.0
4589,25-11-2022 00:17:10,Emily Sweeney,HR,Teams,2,10.0
4590,25-01-2023 20:26:15,Dr. Beverly Hofstadter,Sales,Height,2,6.0
4591,30-10-2022 08:52:23,Rostenkowski,Tech,Slack,5,50.0
4592,05-01-2023 12:56:40,Dr. Beverly Hofstadter,Sales,Apple,3,60.0
4593,11-11-2022 04:45:38,Leslie Winkle,Tech,Height,4,12.0
4594,01-03-2023 20:40:06,Wil Wheaton,Marketting,Apple,2,40.0
4595,04-09-2022 18:42:53,Bert Kibbler,Customer Success,Zapier,2,8.0
4596,27-02-2023 06:53:33,Dr. Beverly Hofstadter,Sales,Height,4,12.0
4597,12-07-2022 12:34:57,Priya Koothrappali,Sales,Figma,5,70.0
4598,31-01-2023 22:08:35,Barry Kripke,Customer Success,Slack,4,40.0
4599,15-02-2023 04:46:41,Dr. Beverly Hofstadter,Sales,Teams,1,5.0
4600,03-10-2022 19:27:42,Dr. Beverly Hofstadter,Sales,Appolo,3,51.0
4601,03-03-2023 06:31:45,Sheldon Cooper,Tech,Appolo,5,85.0
4602,02-05-2023 16:28:01,Dr. Beverly Hofstadter,Sales,Appolo,3,51.0
4603,22-07-2022 18:21:33,Emily Sweeney,HR,Google,5,10.0
4604,29-07-2022 03:02:35,Bert Kibbler,Customer Success,Fullstory,1,11.0
4605,14-04-2023 15:41:17,Emily Sweeney,HR,Github,5,20.0
4606,31-08-2022 07:48:36,Leslie Winkle,Tech,Notion,2,14.0
4607,10-11-2022 01:53:48,Rostenkowski,Tech,Appolo,2,34.0
4608,14-03-2023 06:52:42,Emily Sweeney,HR,Height,3,9.0
4609,12-04-2023 13:45:45,Priya Koothrappali,Sales,Fullstory,1,11.0
4610,08-06-2022 10:36:14,Wil Wheaton,Marketting,Slack,1,10.0
4611,11-10-2022 02:28:21,Wil Wheaton,Marketting,Slack,5,50.0
4612,21-11-2022 19:28:22,Dr. V.M. Koothrappali,Marketting,Zoho Crm,2,36.0
4613,09-11-2022 01:27:18,Wil Wheaton,Marketting,Appolo,3,51.0
4614,05-07-2022 18:18:48,Priya Koothrappali,Sales,Apple,5,100.0
4615,28-08-2022 07:53:04,Dr. Beverly Hofstadter,Sales,Apple,4,80.0
4616,30-09-2022 00:18:25,Denise,HR,Fullstory,2,22.0
4617,02-10-2022 14:18:38,Sheldon Cooper,Tech,Height,2,6.0
4618,11-02-2023 10:07:32,Leslie Winkle,Tech,Figma,2,28.0
4619,24-02-2023 21:01:26,Amy Farrah Fowler,Tech,Fullstory,1,11.0
4620,08-11-2022 05:43:48,Denise,HR,Figma,4,56.0
4621,06-09-2022 12:34:47,Wil Wheaton,Marketting,Github,4,16.0
4622,23-10-2022 12:41:49,Barry Kripke,Customer Success,Slack,2,20.0
4623,02-09-2022 11:08:36,Leonard Hofstadter,Tech,Github,5,20.0
4624,02-09-2022 12:27:17,Bert Kibbler,Customer Success,Apple,1,20.0
4625,05-12-2022 02:37:38,Sheldon Cooper,Tech,Google,2,4.0
4626,27-11-2022 07:06:26,Amy Farrah Fowler,Tech,Slack,5,50.0
4627,08-05-2023 15:16:06,Priya Koothrappali,Sales,Fullstory,2,22.0
4628,05-01-2023 06:51:33,Dr. Beverly Hofstadter,Sales,Teams,1,5.0
4629,08-11-2022 18:33:50,Sheldon Cooper,Tech,Slack,3,30.0
4630,31-07-2022 11:32:03,Wil Wheaton,Marketting,Circleci,3,27.0
4631,29-05-2022 15:39:56,Sheldon Cooper,Tech,Slack,5,50.0
4632,01-03-2023 13:16:34,Amy Farrah Fowler,Tech,Appolo,3,51.0
4633,19-11-2022 09:25:48,Denise,HR,Figma,3,42.0
4634,24-09-2022 10:59:12,Priya Koothrappali,Sales,Appolo,4,68.0
4635,01-06-2022 06:20:54,Rostenkowski,Tech,Google,2,4.0
4636,19-12-2022 21:32:33,Priya Koothrappali,Sales,Notion,4,28.0
4637,01-08-2022 19:39:24,Bert Kibbler,Customer Success,Apple,3,60.0
4638,08-02-2023 00:16:38,Denise,HR,Circleci,1,9.0
4639,12-07-2022 02:37:25,Rostenkowski,Tech,Fullstory,1,11.0
4640,23-10-2022 23:03:12,Leslie Winkle,Tech,Height,2,6.0
4641,23-06-2022 07:25:42,Denise,HR,Zoho Crm,4,72.0
4642,26-11-2022 03:08:26,Barry Kripke,Customer Success,Zapier,2,8.0
4643,26-03-2023 12:29:20,Priya Koothrappali,Sales,Github,4,16.0
4644,14-12-2022 04:34:27,Rostenkowski,Tech,Appolo,4,68.0
4645,23-08-2022 12:12:44,Leslie Winkle,Tech,Circleci,3,27.0
4646,28-05-2022 22:56:01,Denise,HR,Outplay,2,24.0
4647,03-11-2022 09:37:11,Emily Sweeney,HR,Github,5,20.0
4648,16-01-2023 07:09:06,Leslie Winkle,Tech,Zoho Crm,3,54.0
4649,30-11-2022 08:21:47,Denise,HR,Circleci,1,9.0
4650,29-04-2023 09:12:18,Dr. V.M. Koothrappali,Marketting,Sentry,4,20.0
4651,08-05-2023 14:45:21,Amy Farrah Fowler,Tech,Circleci,5,45.0
4652,21-09-2022 10:20:22,Barry Kripke,Customer Success,Figma,2,28.0
4653,03-01-2023 19:30:01,Barry Kripke,Customer Success,Height,2,6.0
4654,24-05-2022 09:10:38,Dr. Beverly Hofstadter,Sales,Github,4,16.0
4655,30-04-2023 10:39:44,Sheldon Cooper,Tech,Discord,2,2.0
4656,08-02-2023 12:12:30,Wil Wheaton,Marketting,Notion,4,28.0
4657,03-05-2023 06:43:47,Sheldon Cooper,Tech,Teams,3,15.0
4658,15-10-2022 11:13:27,Amy Farrah Fowler,Tech,Appolo,1,17.0
4659,25-02-2023 19:02:03,Sheldon Cooper,Tech,Discord,4,4.0
4660,27-04-2023 00:21:16,Barry Kripke,Customer Success,Fullstory,2,22.0
4661,27-03-2023 04:46:38,Leslie Winkle,Tech,Google,1,2.0
4662,26-07-2022 12:02:24,Denise,HR,Discord,5,5.0
4663,06-04-2023 22:32:33,Dr. V.M. Koothrappali,Marketting,Zoho Crm,3,54.0
4664,23-12-2022 18:54:11,Priya Koothrappali,Sales,Zoho Crm,2,36.0
4665,10-06-2022 16:13:39,Emily Sweeney,HR,Slack,2,20.0
4666,03-10-2022 05:42:28,Wil Wheaton,Marketting,Discord,3,3.0
4667,09-08-2022 23:03:53,Barry Kripke,Customer Success,Github,4,16.0
4668,28-04-2023 03:29:12,Dr. V.M. Koothrappali,Marketting,Apple,4,80.0
4669,16-02-2023 10:59:29,Dr. V.M. Koothrappali,Marketting,Zapier,3,12.0
4670,26-11-2022 03:23:14,Denise,HR,Teams,5,25.0
4671,13-04-2023 20:52:32,Dr. Beverly Hofstadter,Sales,Outplay,1,12.0
4672,13-02-2023 16:56:18,Denise,HR,Google,2,4.0
4673,25-01-2023 18:50:05,Rostenkowski,Tech,Google,4,8.0
4674,01-06-2022 16:47:34,Dr. V.M. Koothrappali,Marketting,Height,4,12.0
4675,05-10-2022 04:31:44,Dr. Beverly Hofstadter,Sales,Zoho Crm,5,90.0
4676,18-05-2022 12:49:47,Priya Koothrappali,Sales,Discord,5,5.0
4677,14-01-2023 18:12:48,Sheldon Cooper,Tech,Google,5,10.0
4678,01-10-2022 10:02:17,Dr. V.M. Koothrappali,Marketting,Discord,4,4.0
4679,22-04-2023 04:52:09,Dr. V.M. Koothrappali,Marketting,Zapier,5,20.0
4680,07-11-2022 14:44:07,Amy Farrah Fowler,Tech,Github,1,4.0
4681,16-07-2022 17:57:14,Priya Koothrappali,Sales,Circleci,3,27.0
4682,17-08-2022 23:14:49,Bert Kibbler,Customer Success,Notion,1,7.0
4683,23-02-2023 21:01:04,Leonard Hofstadter,Tech,Slack,1,10.0
4684,27-02-2023 03:34:33,Sheldon Cooper,Tech,Slack,2,20.0
4685,18-06-2022 07:57:04,Emily Sweeney,HR,Notion,2,14.0
4686,10-10-2022 10:44:06,Rostenkowski,Tech,Zoho Crm,4,72.0
4687,31-10-2022 00:35:51,Emily Sweeney,HR,Sentry,5,25.0
4688,15-12-2022 15:08:00,Sheldon Cooper,Tech,Github,3,12.0
4689,07-09-2022 16:56:53,Bert Kibbler,Customer Success,Outplay,4,48.0
4690,03-08-2022 05:20:29,Bert Kibbler,Customer Success,Github,1,4.0
4691,07-02-2023 06:28:37,Priya Koothrappali,Sales,Google,4,8.0
4692,25-04-2023 11:31:48,Emily Sweeney,HR,Notion,3,21.0
4693,09-01-2023 20:41:53,Amy Farrah Fowler,Tech,Outplay,2,24.0
4694,06-12-2022 00:20:58,Rostenkowski,Tech,Notion,5,35.0
4695,23-06-2022 22:55:40,Dr. Beverly Hofstadter,Sales,Teams,4,20.0
4696,13-09-2022 21:12:19,Emily Sweeney,HR,Circleci,5,45.0
4697,08-08-2022 00:25:52,Dr. Beverly Hofstadter,Sales,Appolo,2,34.0
4698,25-06-2022 22:30:24,Bert Kibbler,Customer Success,Github,4,16.0
4699,05-02-2023 05:24:19,Bert Kibbler,Customer Success,Notion,5,35.0
4700,06-01-2023 21:32:05,Bert Kibbler,Customer Success,Github,2,8.0
4701,08-09-2022 01:49:56,Rostenkowski,Tech,Zapier,3,12.0
4702,10-04-2023 13:09:28,Amy Farrah Fowler,Tech,Discord,5,5.0
4703,21-10-2022 13:28:21,Emily Sweeney,HR,Github,1,4.0
4704,08-02-2023 09:15:55,Amy Farrah Fowler,Tech,Teams,1,5.0
4705,19-01-2023 09:16:03,Dr. V.M. Koothrappali,Marketting,Zoho Crm,4,72.0
4706,31-12-2022 17:46:07,Amy Farrah Fowler,Tech,Slack,1,10.0
4707,15-12-2022 18:13:00,Amy Farrah Fowler,Tech,Notion,2,14.0
4708,16-07-2022 02:00:34,Leslie Winkle,Tech,Outplay,5,60.0
4709,07-08-2022 16:26:04,Dr. V.M. Koothrappali,Marketting,Slack,5,50.0
4710,19-09-2022 11:16:51,Emily Sweeney,HR,Height,4,12.0
4711,19-10-2022 13:36:07,Emily Sweeney,HR,Teams,3,15.0
4712,08-12-2022 23:05:40,Priya Koothrappali,Sales,Zoho Crm,3,54.0
4713,11-10-2022 19:06:07,Priya Koothrappali,Sales,Circleci,3,27.0
4714,31-07-2022 03:28:15,Priya Koothrappali,Sales,Google,2,4.0
4715,28-10-2022 08:52:34,Emily Sweeney,HR,Zoho Crm,3,54.0
4716,06-01-2023 13:50:00,Emily Sweeney,HR,Notion,5,35.0
4717,24-10-2022 03:04:06,Dr. V.M. Koothrappali,Marketting,Height,1,3.0
4718,25-10-2022 03:00:48,Leslie Winkle,Tech,Github,1,4.0
4719,04-10-2022 17:01:51,Dr. V.M. Koothrappali,Marketting,Zoho Crm,5,90.0
4720,24-05-2022 21:57:28,Bert Kibbler,Customer Success,Fullstory,3,33.0
4721,23-09-2022 09:53:22,Barry Kripke,Customer Success,Slack,4,40.0
4722,28-01-2023 08:28:58,Sheldon Cooper,Tech,Fullstory,1,11.0
4723,13-04-2023 19:17:53,Wil Wheaton,Marketting,Fullstory,3,33.0
4724,13-07-2022 04:22:50,Barry Kripke,Customer Success,Discord,5,5.0
4725,03-02-2023 15:08:00,Amy Farrah Fowler,Tech,Appolo,2,34.0
4726,30-12-2022 03:28:00,Dr. V.M. Koothrappali,Marketting,Zoho Crm,4,72.0
4727,02-09-2022 04:35:31,Wil Wheaton,Marketting,Appolo,2,34.0
4728,17-12-2022 11:31:19,Rostenkowski,Tech,Google,4,8.0
4729,23-05-2022 23:38:10,Leonard Hofstadter,Tech,Zapier,5,20.0
4730,14-04-2023 18:02:00,Dr. Beverly Hofstadter,Sales,Google,4,8.0
4731,02-12-2022 02:25:31,Leslie Winkle,Tech,Circleci,1,9.0
4732,19-09-2022 12:10:10,Leslie Winkle,Tech,Sentry,4,20.0
4733,10-09-2022 11:18:10,Dr. Beverly Hofstadter,Sales,Zoho Crm,2,36.0
4734,08-03-2023 21:18:17,Barry Kripke,Customer Success,Zoho Crm,5,90.0
4735,19-05-2022 03:58:33,Wil Wheaton,Marketting,Height,3,9.0
4736,08-03-2023 22:23:53,Barry Kripke,Customer Success,Figma,1,14.0
4737,05-04-2023 05:46:09,Barry Kripke,Customer Success,Appolo,2,34.0
4738,01-07-2022 02:36:05,Barry Kripke,Customer Success,Appolo,2,34.0
4739,24-04-2023 20:16:40,Rostenkowski,Tech,Zoho Crm,2,36.0
4740,18-08-2022 08:07:16,Amy Farrah Fowler,Tech,Discord,3,3.0
4741,13-07-2022 06:13:57,Priya Koothrappali,Sales,Github,4,16.0
4742,10-01-2023 17:50:16,Bert Kibbler,Customer Success,Appolo,5,85.0
4743,13-12-2022 01:57:05,Wil Wheaton,Marketting,Height,3,9.0
4744,22-03-2023 12:20:42,Sheldon Cooper,Tech,Fullstory,1,11.0
4745,13-02-2023 01:25:10,Leonard Hofstadter,Tech,Github,5,20.0
4746,25-10-2022 21:35:09,Leslie Winkle,Tech,Outplay,2,24.0
4747,19-09-2022 08:42:35,Emily Sweeney,HR,Fullstory,5,55.0
4748,05-12-2022 15:55:24,Bert Kibbler,Customer Success,Github,2,8.0
4749,15-10-2022 19:28:05,Dr. Beverly Hofstadter,Sales,Zoho Crm,5,90.0
4750,22-10-2022 12:51:54,Dr. Beverly Hofstadter,Sales,Circleci,1,9.0
4751,28-05-2022 17:51:20,Priya Koothrappali,Sales,Fullstory,2,22.0
4752,05-08-2022 06:20:39,Barry Kripke,Customer Success,Zapier,5,20.0
4753,06-06-2022 17:33:56,Priya Koothrappali,Sales,Outplay,2,24.0
4754,02-12-2022 02:24:08,Wil Wheaton,Marketting,Sentry,3,15.0
4755,10-02-2023 16:54:09,Emily Sweeney,HR,Figma,3,42.0
4756,20-04-2023 02:48:20,Wil Wheaton,Marketting,Slack,3,30.0
